Complete_item_number,categories,enabled,family,groups,Category_Number,Item_Number,UPC_Number,Brand_name,Product_name_description_for_sales_in_Peach_Max_160,Peach_description_internal_short_name_Max_30,PRODUCT_CATEGORY,Stock_Item,Assembly_Item,Percentage_PCR_Materials,PCR_Asset_Class,Inner_Carton_QUANTITY_PCS,Master_Carton_QUANTITY_PCS,Master_Carton_BARCODE,Salon_Price_USD,40_off_FULL_SERVICE_Price_USD,40_and_10_off_Dealer_Price_USD,50_off_Dealer_Price_USD,55_off_Dealer_Price_USD,OTC_Distributor_Store_Price_USD,Retail_Price_USD,Retail_Price_CAD,Salon_Price_CAD,Ex_Factory_Price_USD,EX_Antioch_Price_USD,40_off_FULL_SERVICE_Price_CAD,40_10_Dealer_Price_CAD,50_off_Dealer_Price_CAD,55_off_Dealer_Price_CAD,Per_Piece_LENGTH_inches,Per_Piece_HEIGHT_inches,Per_Piece_WIDTH_inches,Per_Piece_NET_WEIGHT_OZ,Per_Piece_SHIPPING_WEIGHT_GROSS_WEIGHT_OZ,Inner_Carton_LENGTH_inches,Inner_Carton_HEIGHT_inches,Inner_Carton_WIDTH_inches,Inner_Carton_WEIGHT_OZ,Master_Carton_LENGTH_inches,Master_Carton_HEIGHT_inches,Master_Carton_WIDTH_inches,Master_Carton_WEIGHT_LBS,Per_Piece_LENGTH_cm,Per_Piece_HEIGHT_cm,Per_Piece_WIDTH_cm,Per_Piece_NET_WEIGHT_grams,Per_Piece_SHIPPING_WEIGHT_GROSS_WEIGHT_grams,Inner_Carton_LENGTH_cm,Inner_Carton_HEIGHT_cm,Inner_Carton_WIDTH_cm,Inner_Carton_WEIGHT_KG,Master_Carton_LENGTH_cm,Master_Carton_HEIGHT_cm,Master_Carton_WIDTH_cm,Master_Carton_WEIGHT_KG,Empty_Inner_Carton_Weight,Empty_Master_Carton_Weight,Product_Packaging_Weight,Plastic_Bag_Weight,Empty_Display_Weight,Zip_Tie_Grams,Hang_Tag_Grams,Plastic_Box_Grams,Info_Manual_Grams,Plug_Cover_Grams,Thermoform_Grams,Plastic_Film_Grams,VENDOR_NAME,Country_of_Origin,Purchase_Cost_USD,Production_MOQ_in_Pcs,Free_Trade_Agreement_Coverage,USMCA_NAFTA_CERTIFICATE,US_HTS_Customs_Code,US_Import_Duty_Rate_Component,US_Import_Duty_Unit_Component,Canada_Import_Duty_Unit_Component,Canada_Import_Duty_Rate_Component,Cases_Per_Layer,Pallet_Tier,Pallet_Height,Layers_Per_Pallet,Total_Cases_Per_Pallet,Total_Piece_Count_Per_Pallet,Pallet_Weight,Pallet_Height_Total,Pallet_Width,Pallet_Length,Rep_Commission_code,OGI_Commission_code,Prop_65_warning_needed,Prop_65_test_date,Main_Images_Dropbox_Folder_Link,Product_Logo,Product_Sell_Sheet_pdf_ENG_emailable_size_Link,Social_Media_Images_Dropbox_Folder_Link,Product_Tagline,Product_Feature_1,Product_Feature_2,Product_Feature_3,Product_Feature_4,Product_Feature_5,Product_Feature_6,Product_Feature_7,Product_Feature_8,Product_Feature_9,Product_Feature_10,YouTube_Link_EN_Link,YouTube_Link_SP_Link,YouTube_FR_Link,Vimeo_Link_EN_Link,Vimeo_Link_SP_Link,Vimeo_Link_FR_Link,Product_Sell_Sheet_pdf_SP_emailable_size_Link,Product_Sell_Sheet_pdf_FR_emailable_size_Link,LANGUAGES_ON_PRODUCT_PACKAGING,AMZ_Product_Name,AMZ_ASIN_Number,AMZ_Product_Description,AMZ_Product_Benefits,AMZ_Product_Usage,AMZ_Search_Term_Keywords_ALL,AMZ_Images_Dropbox_Folder_Link,Customer_reference_number,Customer_product_name,Customer_name,OG_product_or_Private_Label
CP-CO2,apparel,1,og_products,,CP,CO-2,752110980627,Olivia Garden,Couture Gown Sterling,COUTURE GOWN STERLING,Apparel,,,,,12,48,30752110980628,29.95,17.97,16.17,14.98,13.48,21.38,35.95,,36.99,9.18,,,,18.5,16.65,9.8,1.6,3.7,8.8,4.5956,10.5,10.4,7.8,7.15,21.5,10.9,16.7,30.4,24.892,4.064,9.398,249.4756,287.226,26.67,26.416,19.812,3.2426,54.61,27.686,42.418,13.7868,,,,,,,,,,,,,HISHI,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/imuvrhj409g3n3w/AADtp5ywoJ_j7hi6BL6MpnoKa?dl=0,,https://www.dropbox.com/s/ogbzyk2u2aa445m/Couture%20sell%20sheet%20-%20front_Back.pdf?dl=0,,,Reinforced snap button + Extra long loops allows belt to adjust to ideal waist height + Permanently embossed pleated pattern + Large pockets reinforced along all edges + Slanted pocket opening helps keep hair out,"Anti-static + Waterproof & stain resistant + Comfortable lightweight breathable fabric + Easy care, wash & wear + One size fits all",,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
716-NT18,hair_brushes,1,og_products,,716,NT-18,752110716011,Olivia Garden,"NanoThermic Ceramic + Ion Thermal 3/4""",NANOTHERMIC THERMAL NT-18,Hair Brushes,,,,,6,120,30752110716012,11.49,6.89,6.2,5.75,5.17,8.62,18.95,23.32,13.99,2.74,,,,7,6.3,10.1181,1.25,1.25,2.4,1.5331,11.2992,1.6535,7.5591,1.1563,18.8976,12.3622,16.1417,25.35,25.7,3.175,3.175,68.0388,95.8214,28.7,4.2,19.2,0.5245,48,31.4,41,11.4986,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/3prfs5yldneor5d/AABPET9jNirvLp48xhuOvBVAa?dl=0,,https://www.dropbox.com/s/ru6suk7mptk35ew/NT_Sell%20Sheet_Cover.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Faster & better styling + Superior & long-lasting hairstyles,New Turbo Barrel + Extra large vents - Greater airflow + Reduces drying time,Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Antu-static,Unique Bristle Design + Special wavy heat resistant bristles + Soft-tip - gentle on hair & scalp,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Retractable sectioning pick,,,,,,https://youtu.be/4briud4Wujw,https://youtu.be/3SxsvmcpLQw,https://youtu.be/lGDY-vAp2bc,https://vimeo.com/105591065,https://vimeo.com/181666454,https://vimeo.com/184916100,https://www.dropbox.com/s/jfgozheatn12end/NanoThermic_Sell%20Sheet_Spanish.pdf?dl=0,,"English, French, Spanish",,,,,,,,,,,
716-NT24,hair_brushes,1,og_products,,716,NT-24,752110716028,Olivia Garden,"NanoThermic Ceramic + Ion Thermal  1""",NANOTHERMIC THERMAL NT-24,Hair Brushes,,,,,6,120,30752110716029,11.85,7.11,6.4,5.93,5.33,8.89,19.5,24.17,14.5,2.9,,,,7.25,6.53,10.2,1.6,1.6,2.8,1.6813,11.34,2.13,8.15,1.2313,21.1,12.1,17.1,27.8,25.908,4.064,4.064,79.3786,105.0821,28.8,5.4,20.7,0.5585,53.594,30.734,43.434,12.6099,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/3prfs5yldneor5d/AABPET9jNirvLp48xhuOvBVAa?dl=0,,https://www.dropbox.com/s/ru6suk7mptk35ew/NT_Sell%20Sheet_Cover.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Faster & better styling + Superior & long-lasting hairstyles,New Turbo Barrel + Extra large vents - Greater airflow + Reduces drying time,Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Antu-static,Unique Bristle Design + Special wavy heat resistant bristles + Soft-tip - gentle on hair & scalp,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Retractable sectioning pick,,,,,,https://youtu.be/4briud4Wujw,https://youtu.be/3SxsvmcpLQw,https://youtu.be/lGDY-vAp2bc,https://vimeo.com/105591065,https://vimeo.com/181666454,https://vimeo.com/184916100,https://www.dropbox.com/s/jfgozheatn12end/NanoThermic_Sell%20Sheet_Spanish.pdf?dl=0,,"English, French, Spanish",,,,,,,,,,,
716-NT34,hair_brushes,1,og_products,,716,NT-34,752110716035,Olivia Garden,"NanoThermic Ceramic + Ion Thermal 1 1/4""",NANOTHERMIC THERMAL NT-34,Hair Brushes,,,,,6,120,30752110716036,12.29,7.37,6.64,6.15,5.53,9.22,19.95,24.98,14.99,3.14,,,,7.5,6.75,10.3,1.9,1.9,3.008,1.8748,11.34,2.4,9.06,1.4188,25.4,12.1,19.1,31,26.162,4.826,4.826,85.2753,117.1779,28.8,6.1,23,0.6435,64.516,30.734,48.514,14.0614,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/3prfs5yldneor5d/AABPET9jNirvLp48xhuOvBVAa?dl=0,,https://www.dropbox.com/s/ru6suk7mptk35ew/NT_Sell%20Sheet_Cover.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Faster & better styling + Superior & long-lasting hairstyles,New Turbo Barrel + Extra large vents - Greater airflow + Reduces drying time,Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Antu-static,Unique Bristle Design + Special wavy heat resistant bristles + Soft-tip - gentle on hair & scalp,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Retractable sectioning pick,,,,,,https://youtu.be/4briud4Wujw,https://youtu.be/3SxsvmcpLQw,https://youtu.be/lGDY-vAp2bc,https://vimeo.com/105591065,https://vimeo.com/181666454,https://vimeo.com/184916100,https://www.dropbox.com/s/jfgozheatn12end/NanoThermic_Sell%20Sheet_Spanish.pdf?dl=0,,"English, French, Spanish",,,,,,,,,,,
716-NT44,hair_brushes,1,og_products,,716,NT-44,752110716141,Olivia Garden,"NanoThermic Ceramic + Ion Thermal 1 3/4""",NANOTHERMIC THERMAL NT-44,Hair Brushes,,,,,6,60,30752110716142,14.29,8.57,7.72,7.15,6.43,10.72,23.75,29.92,17.95,3.56,,,,8.98,8.08,10.3,2.5,2.5,3.408,2.3224,11.57,2.95,10.59,1.625,21.7,12.5,16,19.2,26.162,6.35,6.35,96.6151,145.1494,29.4,7.5,26.9,0.7371,55.118,31.75,40.64,8.709,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/3prfs5yldneor5d/AABPET9jNirvLp48xhuOvBVAa?dl=0,,https://www.dropbox.com/s/ru6suk7mptk35ew/NT_Sell%20Sheet_Cover.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Faster & better styling + Superior & long-lasting hairstyles,New Turbo Barrel + Extra large vents - Greater airflow + Reduces drying time,Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Antu-static,Unique Bristle Design + Special wavy heat resistant bristles + Soft-tip - gentle on hair & scalp,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Retractable sectioning pick,,,,,,https://youtu.be/4briud4Wujw,https://youtu.be/3SxsvmcpLQw,https://youtu.be/lGDY-vAp2bc,https://vimeo.com/105591065,https://vimeo.com/181666454,https://vimeo.com/184916100,https://www.dropbox.com/s/jfgozheatn12end/NanoThermic_Sell%20Sheet_Spanish.pdf?dl=0,,"English, French, Spanish",,,,,,,,,,,
716-NT54,hair_brushes,1,og_products,,716,NT-54,752110716158,Olivia Garden,"NanoThermic Ceramic + Ion Thermal 2 1/8""",NANOTHERMIC THERMAL NT-54,Hair Brushes,,,,,6,60,30752110716159,14.83,8.9,8.01,7.42,6.67,11.12,24.75,30.98,18.59,3.96,,,,9.3,8.37,10.4,3,3,4,2.6248,11.69,3.42,11.65,1.8563,23.8,12.5,18.7,21.7,26.416,7.62,7.62,113.398,164.0491,29.7,8.7,29.6,0.842,60.452,31.75,47.498,9.8429,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/3prfs5yldneor5d/AABPET9jNirvLp48xhuOvBVAa?dl=0,,https://www.dropbox.com/s/ru6suk7mptk35ew/NT_Sell%20Sheet_Cover.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Faster & better styling + Superior & long-lasting hairstyles,New Turbo Barrel + Extra large vents - Greater airflow + Reduces drying time,Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Antu-static,Unique Bristle Design + Special wavy heat resistant bristles + Soft-tip - gentle on hair & scalp,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Retractable sectioning pick,,,,,,https://youtu.be/4briud4Wujw,https://youtu.be/3SxsvmcpLQw,https://youtu.be/lGDY-vAp2bc,https://vimeo.com/105591065,https://vimeo.com/181666454,https://vimeo.com/184916100,https://www.dropbox.com/s/jfgozheatn12end/NanoThermic_Sell%20Sheet_Spanish.pdf?dl=0,,"English, French, Spanish",,,,,,,,,,,
716-NT64,hair_brushes,1,og_products,,716,NT-64,752110716165,Olivia Garden,"NanoThermic Ceramic + Ion Thermal 2 3/4""",NANOTHERMIC THERMAL NT-64,Hair Brushes,,,,,6,60,30752110716166,17.45,10.47,9.42,8.73,7.85,13.09,28.95,36.16,21.69,5.14,,,,10.85,9.76,10.9,3.6,3.6,5.2,3.3505,12.09,3.94,13.27,2.375,21.2,25.4,14.1,27.7,27.686,9.144,9.144,147.4174,209.4083,30.7,10,33.7,1.0773,53.848,64.516,35.814,12.5645,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/3prfs5yldneor5d/AABPET9jNirvLp48xhuOvBVAa?dl=0,,https://www.dropbox.com/s/ru6suk7mptk35ew/NT_Sell%20Sheet_Cover.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Faster & better styling + Superior & long-lasting hairstyles,New Turbo Barrel + Extra large vents - Greater airflow + Reduces drying time,Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Antu-static,Unique Bristle Design + Special wavy heat resistant bristles + Soft-tip - gentle on hair & scalp,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Retractable sectioning pick,,,,,,https://youtu.be/4briud4Wujw,https://youtu.be/3SxsvmcpLQw,https://youtu.be/lGDY-vAp2bc,https://vimeo.com/105591065,https://vimeo.com/181666454,https://vimeo.com/184916100,https://www.dropbox.com/s/jfgozheatn12end/NanoThermic_Sell%20Sheet_Spanish.pdf?dl=0,,"English, French, Spanish",,,,,,,,,,,
716-NT82,hair_brushes,1,og_products,,716,NT-82,752110716172,Olivia Garden,"NanoThermic Ceramic + Ion Thermal 3 1/4""",NANOTHERMIC THERMAL NT-82,Hair Brushes,,,,,6,60,30752110716173,20.95,12.57,11.31,10.48,9.43,15.71,34.75,43.32,25.99,6.37,,,,13,11.7,11,4.2,4.2,6.208,3.3505,12.28,4.65,15.51,2.9313,21.2,25.4,14.1,27.7,27.94,10.668,10.668,175.9937,209.4083,31.2,11.8,39.4,1.3296,53.848,64.56,35.814,12.5645,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/3prfs5yldneor5d/AABPET9jNirvLp48xhuOvBVAa?dl=0,,https://www.dropbox.com/s/ru6suk7mptk35ew/NT_Sell%20Sheet_Cover.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Faster & better styling + Superior & long-lasting hairstyles,New Turbo Barrel + Extra large vents - Greater airflow + Reduces drying time,Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Antu-static,Unique Bristle Design + Special wavy heat resistant bristles + Soft-tip - gentle on hair & scalp,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Retractable sectioning pick,,,,,,https://youtu.be/4briud4Wujw,https://youtu.be/3SxsvmcpLQw,https://youtu.be/lGDY-vAp2bc,https://vimeo.com/105591065,https://vimeo.com/181666454,https://vimeo.com/184916100,https://www.dropbox.com/s/jfgozheatn12end/NanoThermic_Sell%20Sheet_Spanish.pdf?dl=0,,"English, French, Spanish",,,,,,,,,,,
716-NTS20,hair_brushes,1,og_products,,716,NT-S20,752110716257,Olivia Garden,"NanoThermic Ceramic + Ion Square Shaper 1""",NANO SQUARE SHAPER NT-S20,Hair Brushes,,,,,6,120,30752110716258,14.49,8.69,7.82,7.25,6.52,10.87,23.95,30.32,18.19,3.3,,,,9.1,8.19,4.9213,1.5,1.5,2.4,1.6722,11.378,1.8504,8.189,1.2375,20.9055,12.126,17.2047,27.65,12.5,3.81,3.81,68.0388,104.5152,28.9,4.7,20.8,0.5613,53.1,30.8,43.7,12.5418,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/vvhecu8pj1yq8hm/AABtrcKWO7UwtVpVSII_ZTK0a?dl=0,,https://www.dropbox.com/s/pkwlv9c3rikw4xf/NT_Shaper_SalesSheet.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Faster & better styling + Superior & long-lasting hairstyles,"Unique Square Shape Barrel + Greater tension control + Flat sides for straightening + Rounded edges for volume, waves & flips + Unlimited styling flexibility",Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Anti-static,New Turbo Barrel + Extra large vents - Greater airflow + Reduces drying time,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Rtractable sectioning pick,Unique Bristle Design + special wavy heat resistant bristles + Soft-tip - gentle on hair & scalp,,,,,https://youtu.be/D7XwbAEKFV4,https://youtu.be/M4o0aZCZOiw,https://youtu.be/_AgjqHUUN2I,https://vimeo.com/105591508,https://vimeo.com/183389108,https://vimeo.com/184916099,,,"English, French, Spanish",,,,,,,,,,,
716-NTS30,hair_brushes,1,og_products,,716,NT-S30,752110716264,Olivia Garden,"NanoThermic Ceramic + Ion Square Shaper 1 1/8""",NANO SQUARE SHAPER NT-S30,Hair Brushes,,,,,6,120,30752110716265,15.49,9.29,8.36,7.75,6.97,11.62,25.5,31.98,19.19,3.54,,,,9.59,8.63,5,1.875,1.875,3.2,1.8567,11.378,2.1654,9.2913,1.375,24.9606,12.4016,19.4488,30.7,12.7,4.7625,4.7625,90.7184,116.0441,28.9,5.5,23.6,0.6237,63.4,31.5,49.4,13.9253,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/vvhecu8pj1yq8hm/AABtrcKWO7UwtVpVSII_ZTK0a?dl=0,,https://www.dropbox.com/s/pkwlv9c3rikw4xf/NT_Shaper_SalesSheet.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Faster & better styling + Superior & long-lasting hairstyles,"Unique Square Shape Barrel + Greater tension control + Flat sides for straightening + Rounded edges for volume, waves & flips + Unlimited styling flexibility",Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Anti-static,New Turbo Barrel + Extra large vents - Greater airflow + Reduces drying time,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Rtractable sectioning pick,Unique Bristle Design + special wavy heat resistant bristles + Soft-tip - gentle on hair & scalp,,,,,https://youtu.be/D7XwbAEKFV4,https://youtu.be/M4o0aZCZOiw,https://youtu.be/_AgjqHUUN2I,https://vimeo.com/105591508,https://vimeo.com/183389108,https://vimeo.com/184916099,,,"English, French, Spanish",,,,,,,,,,,
716-NTS40,hair_brushes,1,og_products,,716,NT-S40,752110716271,Olivia Garden,"NanoThermic Ceramic + Ion Square Shaper 1 1/2""",NANO SQUARE SHAPER NT-S40,Hair Brushes,,,,,6,60,30752110716272,16.49,9.89,8.9,8.25,7.42,12.37,27.5,34.58,20.75,3.98,,,,10.38,9.34,10.2756,2.375,2.375,3.2,2.2982,11.5748,3.1102,10.5118,1.6625,21.6142,12.6772,16.1417,19,26.1,6.0325,6.0325,90.7184,143.6377,29.4,7.9,26.7,0.7541,54.9,32.2,41,8.6183,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/vvhecu8pj1yq8hm/AABtrcKWO7UwtVpVSII_ZTK0a?dl=0,,https://www.dropbox.com/s/pkwlv9c3rikw4xf/NT_Shaper_SalesSheet.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Faster & better styling + Superior & long-lasting hairstyles,"Unique Square Shape Barrel + Greater tension control + Flat sides for straightening + Rounded edges for volume, waves & flips + Unlimited styling flexibility",Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Anti-static,New Turbo Barrel + Extra large vents - Greater airflow + Reduces drying time,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Rtractable sectioning pick,Unique Bristle Design + special wavy heat resistant bristles + Soft-tip - gentle on hair & scalp,,,,,https://youtu.be/D7XwbAEKFV4,https://youtu.be/M4o0aZCZOiw,https://youtu.be/_AgjqHUUN2I,https://vimeo.com/105591508,https://vimeo.com/183389108,https://vimeo.com/184916099,,,"English, French, Spanish",,,,,,,,,,,
CP-CO3,apparel,1,og_products,,CP,CO-3,752110980634,Olivia Garden,Couture Gown Burgundy,COUTURE GOWN BURGUNDY,Apparel,,,,,12,48,30752110980635,29.95,17.97,16.17,14.98,13.48,21.38,35.95,,36.99,9.18,,,,18.5,16.65,9.9,1.6,3.7,8.8,4.5049,10.2,10.3,7.9,7.05,21.2,11,16.5,29.8,25.146,4.064,9.398,249.4756,281.5571,25.908,26.162,20.066,3.1973,53.848,27.94,41.91,13.5147,,,,,,,,,,,,,HISHI,China,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/imuvrhj409g3n3w/AADtp5ywoJ_j7hi6BL6MpnoKa?dl=0,,https://www.dropbox.com/s/ogbzyk2u2aa445m/Couture%20sell%20sheet%20-%20front_Back.pdf?dl=0,,,Reinforced snap button + Extra long loops allows belt to adjust to ideal waist height + Permanently embossed pleated pattern + Large pockets reinforced along all edges + Slanted pocket opening helps keep hair out,"Anti-static + Waterproof & stain resistant + Comfortable lightweight breathable fabric + Easy care, wash & wear + One size fits all",,,,,,,,,,,,,,,,,"English, French, Spanish",,,,,,,,,,,
716-NTS50,hair_brushes,1,og_products,,716,NT-S50,752110716288,Olivia Garden,"NanoThermic Ceramic + Ion Square Shaper 2""",NANO SQUARE SHAPER NT-S50,Hair Brushes,,,,,6,60,30752110716289,17.45,10.47,9.42,8.73,7.85,13.09,28.95,36.16,21.69,4.46,,,,10.85,9.76,5.1969,3,3,4,2.6429,11.7323,3.5827,11.4567,1.8813,23.7008,12.4803,18.7008,21.85,13.2,7.62,7.62,113.398,165.1832,29.8,9.1,29.1,0.8533,60.2,31.7,47.5,9.911,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/vvhecu8pj1yq8hm/AABtrcKWO7UwtVpVSII_ZTK0a?dl=0,,https://www.dropbox.com/s/pkwlv9c3rikw4xf/NT_Shaper_SalesSheet.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Faster & better styling + Superior & long-lasting hairstyles,"Unique Square Shape Barrel + Greater tension control + Flat sides for straightening + Rounded edges for volume, waves & flips + Unlimited styling flexibility",Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Anti-static,New Turbo Barrel + Extra large vents - Greater airflow + Reduces drying time,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Rtractable sectioning pick,Unique Bristle Design + special wavy heat resistant bristles + Soft-tip - gentle on hair & scalp,,,,,https://youtu.be/D7XwbAEKFV4,https://youtu.be/M4o0aZCZOiw,https://youtu.be/_AgjqHUUN2I,https://vimeo.com/105591508,https://vimeo.com/183389108,https://vimeo.com/184916099,,,"English, French, Spanish",,,,,,,,,,,
716-NTS9R,hair_brushes,1,og_products,,716,NT-S9R,752110716325,Olivia Garden,NanoThermic Ceramic + Ion Styler Styling,NANO STYLING 9 ROW NT-S9R,Hair Brushes,,,,,6,120,30752110716326,13.23,7.94,7.14,6.62,5.95,9.92,21.95,27.5,16.5,3.59,,,,8.25,7.43,10.3,1.8,2.4,4,2.3466,11.61,2.13,9.76,1.7625,23.6,12.5,20.3,38.8,26.162,4.572,6.096,113.398,146.6614,29.5,5.4,24.8,0.7995,59.944,31.75,51.562,17.5994,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/ozoqyzj3c5rw4v9/AABW5hHtY7Mi0AO23FWHrCh8a?dl=0,,https://www.dropbox.com/s/m2ewadmfa6bwjvi/NT_Styler_SalesSheet.pdf?dl=0,,,Gentle Ball Point Tips + Comfortable on hair & scalp,Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Anti-static,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Retractable sectioning pick,,,,,,,,https://youtu.be/z4Z4uZcitmk,https://youtu.be/Ar20hwTLkkc,https://youtu.be/wT0XOZGUBsI,https://vimeo.com/105591507,https://vimeo.com/181666456,https://vimeo.com/184916107,,,"English, French, Spanish",,,,,,,,,,,
716-NTVTS,hair_brushes,1,og_products,,716,NT-VTS,752110716301,Olivia Garden,NanoThermic Ceramic + Ion Styler Vent,NANO VENT STYLING NT-VTS,Hair Brushes,,,,,6,120,30752110716302,12.25,7.35,6.62,6.13,5.51,9.19,19.95,25.32,15.19,3.11,,,,7.6,6.84,9.8,1.3,1.7,3.2,1.9414,11.34,1.81,9.53,1.425,21,12.2,20.2,32.1,24.892,3.302,4.318,90.7184,121.3359,28.8,4.6,24.2,0.6464,53.34,30.988,51.308,14.5603,,,,,,,,,,,,,SANGSHIN,South Korea,,,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/sh/ozoqyzj3c5rw4v9/AABW5hHtY7Mi0AO23FWHrCh8a?dl=0,,https://www.dropbox.com/s/m2ewadmfa6bwjvi/NT_Styler_SalesSheet.pdf?dl=0,,,Latest Ceramic Technology + Ceramic coated barrel + Heats up faster & retains heat longer + Extra large vents maximize airflow + Superior & long-lasting hairstyles,Gentle Ball Point Tips + Comfortable on hair & scalp,Tourmaline Ion Technology + Hydrates the cuticle + Adds more shine to the hair + Eliminates frizz & flyaways + Anti-static,Unique Handle Design + Snag-free ring + Easy-grip ergonomic handle + Lightweight for effortless styling + Retractable sectioning pick,,,,,,,https://youtu.be/z4Z4uZcitmk,https://youtu.be/Ar20hwTLkkc,https://youtu.be/wT0XOZGUBsI,https://vimeo.com/105591507,https://vimeo.com/181666456,https://vimeo.com/184916107,,,"English, French, Spanish",,,,,,,,,,,
